Reservation-id,Gender,Age,Income,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Use_Promotion,Discount_Rate,Room_Rate,Eth__African American,Eth__Asian American,Eth__Latino,Eth__caucasian,Ed_L__College,Ed_L__Grad,Ed_L__High-School,Ed_L__Mid-School,Country_R__East,Country_R__North,Country_R__South,Country_R__West,Hotel_T__Airport Hotels,Hotel_T__City Hotel,Hotel_T__Resort,Meal_T__BB,Meal_T__FB,Meal_T__HB,Expected_Checking_days,week_end/day,Reservation_Status
31965136,0,3,2,2016-09-01,2016-09-03,2015-12-21,1,2,0,1,1,1,1,25,216,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,1
90147254,1,3,3,2016-09-19,2016-09-22,2016-01-30,2,1,0,0,0,1,0,0,217,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,0,1
37246719,1,1,3,2016-09-26,2016-09-27,2015-09-03,4,2,0,0,0,0,1,15,176,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
21424337,0,2,1,2016-03-14,2016-03-16,2015-07-15,2,1,1,0,0,0,0,0,123,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1
2471602,0,0,3,2016-03-14,2016-03-15,2015-07-23,3,2,0,0,0,1,1,5,208,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
32001997,1,0,1,2016-09-01,2016-09-03,2016-08-19,2,2,0,1,0,0,1,10,218,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1
34911995,1,0,3,2016-09-01,2016-09-03,2016-08-19,2,3,0,0,0,0,1,25,229,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
83488319,0,1,4,2016-05-29,2016-05-31,2015-11-20,1,3,0,0,0,1,0,0,112,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,1
54983097,0,2,2,2016-02-04,2016-02-05,2015-05-30,1,3,0,0,0,1,0,0,181,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
37542231,0,3,3,2016-09-20,2016-09-24,2015-10-26,2,3,0,0,0,1,1,5,191,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,1
22598191,1,2,2,2016-09-05,2016-09-07,2016-01-12,5,1,0,1,1,0,1,25,103,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1
2691388,0,2,1,2016-09-23,2016-09-25,2015-10-05,2,1,0,0,0,1,1,25,166,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,1
24446621,0,3,3,2016-09-14,2016-09-15,2016-09-15,2,1,0,0,0,1,1,30,122,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
69338767,0,0,3,2016-09-14,2016-09-15,2016-09-15,2,2,0,0,0,0,1,5,142,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
23367805,0,2,4,2016-09-14,2016-09-17,2016-09-17,3,2,0,1,0,1,1,5,183,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,0,1
54510850,0,0,1,2016-08-11,2016-08-12,2016-07-07,2,1,2,0,0,1,1,10,120,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
62722643,1,3,1,2016-09-18,2016-09-21,2015-10-30,2,2,0,1,0,1,1,20,137,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,1
49968574,1,0,3,2016-09-18,2016-09-19,2015-10-28,2,2,1,1,0,1,1,30,112,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
80247095,0,2,2,2016-09-18,2016-09-19,2015-10-28,1,2,0,1,0,1,1,5,156,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
8409908,0,1,1,2016-09-18,2016-09-19,2015-10-28,3,3,0,0,0,0,1,30,193,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
76418920,0,2,3,2016-09-18,2016-09-21,2015-10-30,4,1,1,1,1,0,1,20,171,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3,1,1
84762057,0,0,3,2016-09-18,2016-09-19,2015-10-28,5,3,0,0,0,0,0,0,150,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1
95723643,0,2,4,2016-03-19,2016-03-21,2015-09-10,3,3,0,1,0,1,1,5,124,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,1
66608950,1,3,3,2016-09-14,2016-09-17,2016-02-01,2,2,0,0,0,1,1,30,240,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0,1
40467765,1,0,1,2016-09-19,2016-09-21,2015-10-22,1,1,1,0,0,1,0,0,164,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1
33373436,1,3,1,2016-09-19,2016-09-23,2015-10-24,1,1,2,0,0,1,1,25,155,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,0,1
42518072,0,0,2,2016-09-20,2016-09-22,2015-10-23,3,1,0,1,0,1,1,5,196,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1
92973993,1,0,4,2016-09-20,2016-09-22,2015-10-23,3,2,0,0,0,1,1,10,133,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1
67082621,0,1,3,2016-09-20,2016-09-22,2015-10-23,1,1,0,0,0,1,1,20,249,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1
72367772,0,1,2,2016-09-21,2016-09-24,2015-10-25,2,1,0,1,0,1,0,0,117,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,1
2355821,0,1,2,2016-09-18,2016-09-20,2015-10-29,1,2,1,0,0,1,1,5,244,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1
52915998,0,1,1,2016-09-18,2016-09-20,2015-10-20,1,1,0,1,0,0,1,10,243,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1
73848446,1,2,2,2016-09-18,2016-09-19,2015-10-19,1,2,0,0,0,1,0,0,174,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1
599996,0,0,2,2016-09-18,2016-09-21,2015-10-21,3,1,0,0,0,0,1,5,145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,1
21411554,1,1,4,2016-08-07,2016-08-08,2016-03-31,2,1,2,0,0,1,1,40,160,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1
60519510,0,1,3,2016-09-18,2016-09-20,2015-10-20,2,3,1,1,1,0,1,20,153,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,1,1
97761284,0,0,2,2016-09-18,2016-09-20,2015-10-20,1,3,0,0,0,1,1,10,138,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1
5358517,0,0,3,2016-09-18,2016-09-21,2015-10-21,3,2,0,0,0,0,1,5,135,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,1
87787127,0,2,2,2016-09-18,2016-09-20,2015-10-20,2,2,0,0,0,1,1,10,140,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1
63063278,1,2,1,2016-09-18,2016-09-20,2015-10-20,2,2,1,0,0,1,1,5,104,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1
84126908,1,3,1,2016-09-18,2016-09-19,2015-10-19,3,2,0,0,0,0,0,0,163,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
81160240,1,3,2,2016-09-07,2016-09-08,2015-10-08,4,1,0,0,0,1,1,10,115,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
6820538,0,0,3,2016-09-18,2016-09-20,2015-10-20,1,1,0,1,1,1,1,5,192,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1
84085092,0,3,2,2016-09-18,2016-09-19,2015-10-19,2,1,1,0,0,1,1,10,174,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
79866564,1,1,1,2016-09-18,2016-09-21,2015-10-21,2,1,0,1,0,1,1,10,174,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,1,1
97787961,0,2,1,2016-09-18,2016-09-19,2015-10-19,1,1,0,0,0,1,1,40,120,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1
7755933,0,1,1,2016-09-18,2016-09-21,2015-10-21,1,2,0,0,0,0,1,20,129,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,1
33496494,1,3,1,2016-09-18,2016-09-21,2015-10-21,1,3,0,0,0,1,1,40,129,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,1,1
15815419,1,2,2,2016-08-07,2016-08-09,2016-04-01,3,3,0,1,1,1,1,10,247,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
58637784,0,3,1,2016-09-19,2016-09-23,2015-10-23,2,2,0,1,0,1,0,0,186,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0,1
39067911,1,2,4,2016-09-19,2016-09-21,2015-10-21,2,1,0,0,0,1,1,20,115,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1
98605386,0,0,1,2016-09-19,2016-09-20,2015-10-20,1,2,0,0,0,0,0,0,202,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
61268989,1,3,1,2016-09-19,2016-09-21,2015-10-21,3,1,0,0,0,1,1,40,248,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1
1092170,0,1,2,2016-09-19,2016-09-20,2015-10-20,5,1,1,0,0,0,0,0,140,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
90680018,0,0,1,2016-08-06,2016-08-07,2016-06-17,3,2,0,1,0,1,1,10,208,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
72927300,0,0,3,2016-09-19,2016-09-23,2015-10-23,2,2,0,1,0,1,0,0,248,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,0,1
38266923,1,3,2,2016-09-19,2016-09-22,2015-10-22,4,1,0,0,0,1,1,10,168,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,1
90871562,0,3,3,2016-09-19,2016-09-20,2015-10-20,2,1,0,1,1,0,1,5,116,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
73170504,1,2,2,2016-09-15,2016-09-17,2015-10-17,1,2,0,0,0,1,0,0,244,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,1
37837501,1,3,3,2016-09-19,2016-09-20,2015-10-20,5,2,0,1,0,1,1,15,169,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
44795188,0,0,1,2016-09-20,2016-09-23,2015-10-23,1,1,0,0,0,1,1,20,197,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1
65013401,1,2,2,2016-09-20,2016-09-21,2015-10-21,2,2,0,1,0,0,1,15,149,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
12132403,0,2,2,2016-09-20,2016-09-21,2015-10-21,1,2,0,0,0,1,0,0,215,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
73361488,0,1,3,2016-09-20,2016-09-22,2015-10-22,4,1,1,0,0,1,1,10,235,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,1
19720916,0,2,4,2016-09-20,2016-09-22,2015-10-22,2,3,0,0,0,0,1,10,248,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1
10693236,1,1,2,2016-09-20,2016-09-21,2015-10-21,3,1,0,1,1,1,1,10,180,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
34358652,1,2,1,2016-09-29,2016-09-30,2015-09-26,1,2,0,0,0,1,1,15,155,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
27277437,1,2,2,2016-04-21,2016-04-22,2015-08-05,5,2,0,1,0,1,1,25,240,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
66618580,0,3,3,2016-04-23,2016-04-24,2015-08-22,2,2,0,0,0,0,1,10,193,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
4766316,1,0,3,2015-12-30,2015-12-31,2015-04-14,3,3,0,0,0,1,0,0,237,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
18423982,0,3,3,2016-01-18,2016-01-19,2015-05-03,5,3,0,1,0,1,1,10,194,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
15285620,0,0,4,2016-09-23,2016-09-25,2015-09-28,2,1,0,0,0,1,0,0,129,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1
55120057,0,1,2,2016-06-30,2016-07-01,2016-01-13,2,3,0,1,0,1,1,5,108,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
41235229,0,0,3,2016-09-23,2016-09-26,2015-10-12,3,1,0,1,0,0,1,5,139,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,1,1
51293864,1,1,1,2016-09-23,2016-09-25,2015-10-23,2,1,0,1,1,1,1,10,156,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1
83455389,0,1,1,2016-09-23,2016-09-24,2015-08-27,3,1,0,0,0,1,1,40,160,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1
21937982,1,1,1,2016-03-12,2016-03-15,2015-07-17,3,1,0,0,0,1,0,0,246,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,3,1,1
62256227,0,1,3,2016-06-07,2016-06-09,2015-12-22,1,2,1,1,1,1,1,5,186,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,1
64517077,0,0,2,2016-01-06,2016-01-08,2015-04-28,1,1,0,0,0,1,0,0,112,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1
97681691,1,2,2,2016-03-21,2016-03-23,2015-04-11,2,2,0,1,0,1,1,10,234,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,1
32532971,0,3,3,2016-09-10,2016-09-12,2016-09-05,3,1,1,0,0,1,1,5,218,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,1,1
92620281,1,2,1,2016-09-06,2016-09-08,2016-01-07,2,1,0,0,0,1,1,30,122,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1
64501921,0,3,4,2016-07-02,2016-07-06,2015-11-04,2,3,1,0,0,1,1,20,222,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4,1,1
2759476,0,3,3,2016-06-12,2016-06-14,2015-12-30,2,3,1,0,0,1,0,0,243,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1
53376987,1,2,3,2016-08-17,2016-08-19,2016-07-17,2,2,0,0,0,1,1,30,192,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1
36554930,0,2,3,2016-09-14,2016-09-15,2016-07-28,2,2,0,0,0,0,1,10,128,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
42489998,1,1,1,2016-08-18,2016-08-19,2016-06-29,4,1,1,0,0,1,1,5,156,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
42052610,0,1,3,2016-08-23,2016-08-24,2016-07-26,2,2,1,0,0,0,1,10,161,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
65141235,1,2,4,2016-09-18,2016-09-20,2016-07-27,1,2,1,1,0,0,1,40,217,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1
32528738,0,3,2,2016-01-19,2016-01-22,2015-05-23,2,1,0,0,0,1,0,0,129,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,1
99283328,0,1,3,2016-07-25,2016-07-27,2016-06-02,2,1,1,0,0,1,1,30,218,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1
82567704,1,2,3,2016-03-07,2016-03-08,2015-08-15,2,2,0,0,0,0,1,10,248,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
51642317,0,3,3,2016-08-02,2016-08-05,2016-06-13,3,1,0,1,1,1,1,10,214,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,1
18129927,1,0,3,2016-01-20,2016-01-23,2015-05-20,3,1,2,0,0,1,1,10,140,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,3,0,1
43432210,0,1,1,2016-07-18,2016-07-21,2016-03-15,1,2,1,1,1,1,0,0,221,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,0,1
59846529,0,3,1,2016-10-02,2016-10-03,2015-09-23,3,1,0,0,0,1,1,10,169,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
56671834,1,0,1,2016-10-02,2016-10-03,2015-09-23,5,3,0,0,0,1,1,20,145,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1
14011735,1,1,1,2016-10-02,2016-10-03,2015-10-27,2,3,0,1,1,1,0,0,208,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
22990303,0,3,1,2016-10-02,2016-10-04,2015-09-24,2,1,0,0,0,0,0,0,191,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1
66938926,1,1,2,2016-10-01,2016-10-02,2015-09-23,2,2,1,0,0,1,1,10,208,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
58751786,1,1,1,2016-09-13,2016-09-15,2016-09-09,2,1,1,0,0,0,1,5,145,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,1
39264623,0,2,2,2016-08-24,2016-08-25,2016-07-18,1,1,0,0,0,1,1,25,120,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
30404386,0,1,1,2016-08-17,2016-08-20,2016-07-18,1,2,0,1,0,1,1,5,168,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,1
94168309,0,2,2,2016-07-21,2016-07-24,2016-05-25,2,3,1,1,1,1,1,15,107,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1
5302046,0,2,4,2016-09-08,2016-09-09,2016-04-18,2,2,1,0,0,1,1,25,162,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
30804776,0,0,4,2016-02-24,2016-02-26,2015-07-26,2,2,1,0,0,1,1,5,145,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,1
91246101,1,3,1,2016-07-25,2016-07-28,2016-05-29,2,1,0,0,0,0,1,5,229,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1
36216294,0,2,3,2016-07-21,2016-07-23,2016-05-23,3,2,0,0,0,1,1,20,175,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1
38405216,1,1,2,2016-05-02,2016-05-04,2015-10-21,3,1,1,1,1,1,1,10,222,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1
14120116,1,3,2,2016-09-13,2016-09-14,2016-03-09,2,2,0,0,0,0,0,0,107,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
46467752,0,3,3,2016-07-17,2016-07-19,2016-02-18,1,3,1,0,0,1,1,40,203,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1
96783822,0,3,3,2016-07-15,2016-07-16,2016-05-01,1,2,1,1,1,1,1,10,199,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
97090076,1,2,3,2016-09-04,2016-09-05,2016-03-18,3,2,0,1,0,0,1,10,180,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1
65102930,0,0,3,2016-03-09,2016-03-11,2015-07-03,2,3,1,0,0,1,0,0,140,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1
9589031,0,0,3,2016-03-04,2016-03-06,2015-08-19,1,1,0,0,0,1,1,15,164,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1
87966836,1,0,3,2016-05-10,2016-05-11,2015-10-25,2,1,0,0,0,1,1,40,172,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
19244332,1,2,3,2016-05-13,2016-05-15,2015-10-22,1,2,0,1,0,1,1,25,243,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,1
24576807,1,2,2,2016-09-26,2016-09-27,2016-01-28,1,1,0,1,0,1,1,5,230,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
81557361,1,0,2,2016-03-16,2016-03-17,2015-07-18,1,3,1,1,0,1,1,20,240,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
50906301,1,2,3,2016-06-09,2016-06-10,2015-11-08,1,1,0,0,0,1,1,5,134,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
16658907,1,3,1,2016-09-26,2016-09-28,2016-01-29,3,1,0,0,0,0,1,20,154,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1
44983238,0,1,4,2016-09-26,2016-09-30,2016-01-31,1,1,0,0,0,1,0,0,207,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,0,1
87972293,1,3,4,2016-09-09,2016-09-10,2015-11-18,2,1,0,0,0,0,1,5,163,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
72319770,1,2,3,2016-03-16,2016-03-18,2015-07-19,2,2,1,0,0,0,1,5,106,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,1
75265825,0,1,3,2016-08-24,2016-08-28,2016-07-13,1,2,0,1,0,0,0,0,249,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,1
47783776,0,0,4,2016-08-31,2016-09-02,2016-07-22,2,3,0,1,0,0,1,10,239,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,1
74807505,1,3,4,2016-09-08,2016-09-10,2016-04-24,2,1,1,0,0,1,1,10,150,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1
2322999,0,2,4,2016-01-28,2016-01-29,2015-05-30,2,2,0,1,1,1,1,10,205,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
18002617,1,3,3,2016-09-27,2016-09-28,2015-11-05,3,1,0,1,1,0,1,10,201,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1477850,0,2,2,2016-01-28,2016-01-29,2015-05-30,2,2,0,0,0,1,0,0,239,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
50603063,0,0,3,2016-01-28,2016-01-29,2015-05-30,2,2,0,0,0,0,1,20,249,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1
81777590,0,1,4,2016-01-28,2016-01-30,2015-05-31,4,2,0,1,0,1,1,30,219,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1
40980044,0,3,1,2016-01-28,2016-01-30,2015-05-31,2,2,0,0,0,0,0,0,119,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,1
76722855,0,0,1,2016-01-28,2016-01-29,2015-05-30,2,2,1,0,0,1,1,40,119,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
80942106,0,3,3,2016-01-28,2016-01-30,2015-05-31,2,2,0,1,0,1,1,20,133,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,1
44802815,0,1,1,2016-09-27,2016-09-28,2016-02-18,3,1,0,0,0,0,0,0,118,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
909606,1,2,1,2016-01-28,2016-01-29,2015-05-30,1,2,0,0,0,1,1,40,212,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
27549847,0,3,2,2016-01-28,2016-02-01,2015-06-02,1,2,1,0,0,1,1,10,224,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,0,1
49992292,0,3,2,2016-09-27,2016-09-28,2015-11-05,5,1,0,0,0,0,1,10,228,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
26129785,1,1,1,2016-01-28,2016-01-29,2015-05-30,2,1,1,1,0,0,1,30,187,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
89857017,0,3,3,2016-01-28,2016-01-30,2015-05-31,1,1,0,0,0,0,0,0,130,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1
36966445,1,0,2,2016-01-28,2016-02-01,2015-06-02,3,2,0,0,0,1,1,20,200,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,1
33654512,0,3,2,2016-01-28,2016-01-30,2015-05-31,2,2,0,0,0,1,1,40,165,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
46594632,1,0,4,2016-09-27,2016-09-29,2015-11-06,3,2,1,0,0,1,0,0,114,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
41673083,1,3,2,2016-09-25,2016-09-26,2015-10-19,3,2,1,1,0,0,0,0,125,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
22913036,1,1,3,2016-09-25,2016-09-26,2015-10-19,2,1,0,1,0,1,1,25,174,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
95024468,1,0,2,2015-10-14,2015-10-16,2014-09-26,1,2,0,0,0,1,1,15,103,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1
90807888,1,0,2,2015-10-14,2015-10-15,2014-09-25,1,2,0,0,0,1,0,0,150,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
10413729,1,3,3,2015-10-14,2015-10-16,2014-09-26,3,1,0,0,0,1,0,0,237,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
31364824,1,3,1,2016-09-25,2016-09-27,2015-08-27,2,2,1,0,0,1,1,10,112,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1
