Reservation-id,Income,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Eth__African American,Eth__caucasian,Country_R__North,Hotel_T__Airport Hotels,Hotel_T__Resort,Meal_T__BB,Meal_T__FB,Meal_T__HB,week_end/day,Reservation_Status
48127879,3,3,0,0,0,0,1,0,0,0,1,1,0,0,1,1
10731751,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
87975936,1,3,0,0,0,1,0,0,1,0,1,1,0,0,0,1
52892171,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
34249900,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1
79951236,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1
45810840,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1
11178196,2,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
94642162,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
35470752,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
88499730,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23210716,3,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1
75217062,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
51805038,4,2,2,1,0,0,1,0,0,0,1,1,0,0,0,1
17816899,2,2,2,0,0,1,0,0,0,0,1,1,0,0,1,1
37558374,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
98920741,2,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1
36683978,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
41785454,3,3,0,1,0,1,0,0,1,0,1,1,0,0,0,1
51413634,4,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
43809444,1,3,0,0,0,1,0,1,0,0,0,1,0,0,1,1
92191135,4,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
71432155,2,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
46417841,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1
29029456,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
18297261,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1
69766177,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
50507310,1,3,1,1,0,1,0,1,0,1,0,0,0,1,0,1
18652823,3,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1
54061573,4,3,0,0,0,1,1,0,1,0,0,1,0,0,0,1
3111247,1,3,0,0,0,1,0,0,0,0,1,1,0,0,1,1
69060023,2,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1
80712217,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
15832797,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
70322866,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
49827149,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
33960349,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
62469976,1,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1
54537498,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1
60473005,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1
64117889,3,2,1,1,0,0,0,0,1,0,1,1,0,0,1,1
34388532,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1
58060815,1,2,0,1,0,1,0,1,0,1,0,1,0,0,1,1
28101096,3,3,1,1,0,1,0,1,0,1,0,1,0,0,1,1
57462214,2,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1
73942931,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
11492388,1,2,0,0,0,1,0,0,1,1,0,1,0,0,1,1
56806098,2,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1
3773547,3,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1
25187656,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0,1
21079574,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
7172098,4,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1
35916112,4,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
85928875,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1
52118650,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
8844399,3,2,0,1,1,1,1,0,1,0,1,1,0,0,0,1
89522017,3,2,1,1,0,1,0,1,0,1,0,1,0,0,0,1
51459399,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
28454857,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1
46756072,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1
66978166,3,2,2,0,0,1,1,0,0,1,0,1,0,0,0,1
51360412,4,2,0,1,1,1,0,1,0,0,1,1,0,0,1,1
83138641,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1
73262659,1,2,0,0,0,1,0,1,0,0,1,1,0,0,1,1
32504470,1,3,0,1,1,1,0,0,0,1,0,1,0,0,1,1
27556445,3,2,0,1,0,1,0,0,0,1,0,1,0,0,1,1
12527238,2,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
96405433,2,3,0,1,1,1,0,0,0,0,1,1,0,0,1,1
18180740,1,1,2,0,0,0,1,0,0,0,0,1,0,0,1,1
14853281,1,3,0,0,0,1,1,0,0,0,1,1,0,0,0,1
17354829,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1
71733515,2,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1
26643004,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
9586089,3,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1
3961423,4,3,0,1,0,1,0,0,0,0,0,0,1,0,1,1
56470026,2,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
73309331,3,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1
38237018,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
32265371,3,2,1,0,0,1,0,1,0,1,0,1,0,0,0,1
53158019,4,3,0,0,0,1,0,0,0,1,0,0,1,0,1,1
18570931,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
30721197,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
95807876,2,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1
61208570,2,3,0,0,0,1,0,0,1,0,1,1,0,0,1,1
95311297,4,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
89805741,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1
27788889,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,1
3366845,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
26364315,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
70441611,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
12808251,4,2,0,1,0,0,1,0,1,1,0,0,1,0,1,1
1825923,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1
72129358,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
42245053,2,2,0,0,0,0,0,0,1,0,1,0,1,0,1,1
54020520,2,2,1,1,0,1,0,1,0,0,0,0,1,0,1,1
60721939,3,2,1,0,0,1,1,0,0,0,1,0,1,0,1,1
83265150,3,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1
86323408,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1
263436,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
8882653,4,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1
27103192,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
12365852,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1
45974413,3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
99922057,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
79445004,2,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1
43577748,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
2164138,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
70418941,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1
19517316,4,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1
97195216,2,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1
54181017,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
6401731,1,2,0,1,1,1,0,1,0,0,1,0,1,0,1,1
58912830,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1
64177552,4,2,0,1,0,1,0,1,0,0,0,0,1,0,1,1
39926923,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1
49515661,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
56471937,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1
13037244,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1
15379465,4,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1
99464426,3,3,0,0,0,1,0,0,1,0,1,1,0,0,0,1
39892769,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
18339056,1,2,0,1,1,0,0,0,1,1,0,1,0,0,1,1
52330530,2,3,1,1,0,0,1,0,0,1,0,1,0,0,1,1
76221955,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
56141209,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,1
42653897,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1
91328642,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1
75280722,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
97479763,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1
91165631,4,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
43514412,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1
50915157,3,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1
32834807,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
36417970,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
18015042,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1
15065008,2,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1
62387841,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
60944843,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1
55592173,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1
32312168,3,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1
54937060,1,3,1,0,0,0,1,0,0,0,1,1,0,0,0,1
14712849,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
57630042,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1
8358855,2,2,0,1,0,1,0,0,1,0,1,1,0,0,0,1
76868548,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2948246,3,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
96708990,1,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1
36640327,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1
15648339,4,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
16109507,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
45298300,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
91963989,3,2,2,1,1,1,0,0,0,1,0,1,0,0,0,1
91890750,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
28381659,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1
92985879,2,2,0,1,0,0,0,0,1,0,1,1,0,0,0,1
6551437,4,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
88038133,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1
38802100,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
15238413,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
41696822,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
13010634,1,3,0,0,0,0,1,0,1,0,1,1,0,0,0,1
30084423,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1
24131916,1,2,0,1,0,1,0,0,1,0,1,1,0,0,0,1
3197890,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
24119256,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1
42487240,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1217120,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38685455,4,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1
85042496,3,3,0,0,0,1,1,0,1,0,1,1,0,0,0,1
10064210,3,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1
82163168,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1
36740185,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
66150687,3,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1
29073419,3,2,0,1,0,1,1,0,0,1,0,1,0,0,1,1
58625042,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1
45971435,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1
8797765,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1
88021740,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
8784146,4,3,0,1,0,0,0,1,0,1,0,1,0,0,1,1
91839807,2,3,2,0,0,1,0,1,1,0,1,1,0,0,1,1
41378649,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
59836705,3,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
64230576,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
66068237,3,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1
4609977,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1
59378482,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
70158516,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
84346178,2,2,1,1,0,1,0,1,0,0,1,1,0,0,0,1
98005750,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1
16032378,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7285854,3,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1
58549235,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
67230841,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1
5817172,2,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
7111286,4,2,0,1,0,0,0,0,1,0,1,1,0,0,1,1
82491900,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1
66788422,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1
13416429,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
84398133,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
85849337,3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
14310980,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
1832661,1,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1
86630077,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
95142707,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
63509078,2,1,2,0,0,1,1,0,1,0,0,1,0,0,0,1
28272241,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
49200090,2,3,2,0,0,0,1,0,0,0,1,0,0,1,0,1
50555208,3,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1
51935339,3,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1
21139385,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1
53572683,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1
48341246,2,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
74605338,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
67950863,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
99333539,2,3,1,0,0,1,0,1,0,1,0,1,0,0,0,1
97648356,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
99688929,4,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1
47054368,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
15603102,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,1
47594825,4,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1
74424576,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1
54468476,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1
23267939,4,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
23871506,2,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1
31548998,2,3,1,0,0,1,0,1,1,0,0,1,0,0,1,1
41704815,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1
66522938,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
66982758,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1
38759850,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1
59524282,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1
52007033,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
19821168,4,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1
5277460,3,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1
33531098,1,2,1,0,0,1,0,0,1,0,1,1,0,0,1,1
2589010,2,3,0,0,0,1,1,0,1,1,0,1,0,0,0,1
50985967,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1
66751905,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
28843129,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1
96201618,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
17122376,1,2,0,0,0,1,0,1,0,0,1,1,0,0,1,1
38142719,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
7719027,2,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1
86545656,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1
16706760,2,3,0,0,0,1,0,0,1,0,1,1,0,0,1,1
67515053,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
50593821,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
89106537,4,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
34058677,2,3,0,0,0,1,0,1,0,0,1,1,0,0,0,1
21783140,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
81428773,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1
5210981,4,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1
5296596,3,2,1,1,1,1,1,0,1,0,0,1,0,0,0,1
71603618,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
52877226,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
6977578,2,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1
93386875,4,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1
12594093,2,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1
33881158,2,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1
77647712,3,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1
23437917,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1
60266422,3,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1
7415209,4,1,2,0,0,1,0,1,0,1,0,0,0,1,1,1
85002980,3,3,0,0,0,0,0,0,1,1,0,0,0,1,1,1
75947052,4,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
95361652,1,3,1,1,0,0,1,0,0,0,1,0,0,1,1,1
15370272,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1
45009246,2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
82276111,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
55722740,1,2,1,0,0,1,1,0,0,1,0,0,0,1,1,1
19597181,2,3,0,0,0,1,0,1,0,0,1,0,0,1,1,1
97503693,4,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1
98684674,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1
39581928,2,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1
1597886,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1
22112305,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
57839858,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
70666200,3,3,0,1,0,1,1,0,1,0,1,0,0,1,1,1
69250421,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
29096918,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
51956198,4,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1
32152405,1,2,0,0,0,1,0,0,1,1,0,1,0,0,1,1
25957073,4,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1
97642530,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
30506410,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1
23424308,4,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
78654740,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1
33317244,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1
62956597,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
25588798,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1
84933803,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
17546470,1,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1
77873038,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
3290083,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2896791,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
69214360,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
36328582,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1
52736163,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
32191326,2,2,0,1,0,1,0,0,0,0,1,1,0,0,1,1
77867300,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1
50619149,3,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1
97125203,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
35913222,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,1
90202508,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1
5755924,3,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1
65372775,4,2,0,1,0,1,0,0,0,0,1,1,0,0,1,1
75635332,4,2,0,1,0,1,0,1,0,0,1,1,0,0,0,1
27561353,2,3,0,0,0,1,1,0,1,0,0,1,0,0,0,1
35549708,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1
56620580,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
47176983,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1
45152808,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
73710946,1,2,0,0,0,1,1,0,1,0,1,1,0,0,1,1
65247545,2,1,2,0,0,1,0,0,1,0,0,0,0,1,1,1
30105392,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1
33317714,2,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1
85741380,2,2,0,1,1,1,0,0,1,1,0,1,0,0,1,1
10236517,2,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
15885126,2,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1
8372652,4,2,0,0,0,1,0,1,0,0,1,1,0,0,1,1
53272012,4,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1
9248452,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1
86059282,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9102008,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1
99443653,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1
83052135,3,2,0,0,0,1,0,1,1,0,1,1,0,0,0,1
51952910,4,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
4488598,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3415642,1,3,0,1,1,1,0,1,0,0,0,1,0,0,0,1
30854089,2,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1
58138584,2,2,0,1,1,0,0,1,1,0,1,1,0,0,1,1
27828287,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1
85105214,1,2,0,1,1,0,0,1,1,0,1,1,0,0,0,1
5798416,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1
37448428,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1
41979903,1,3,1,0,0,1,0,0,0,0,1,1,0,0,0,1
64191853,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1
53127337,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,1
18228009,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
49783012,4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
69568040,3,3,0,1,0,1,0,0,1,0,0,1,0,0,0,1
37601372,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
4238314,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
16398487,1,3,0,0,0,1,1,0,1,0,1,1,0,0,0,1
55052429,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1
85681757,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
71411869,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34713208,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1
81645496,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
25724107,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1
19056335,3,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1
74772632,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39472429,1,2,0,0,0,1,0,1,1,0,1,1,0,0,0,1
37535158,3,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1
14333050,2,1,2,0,0,1,0,1,0,1,0,1,0,0,0,1
57992247,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
15609991,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
11486617,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
46739459,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
14876545,2,3,1,1,1,1,0,0,1,0,1,1,0,0,1,1
57337823,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
55018914,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1
32519431,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
98819493,1,3,0,0,0,0,0,1,1,1,0,1,0,0,1,1
55842498,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1
81799823,3,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
5203038,4,2,0,1,0,1,0,1,0,0,1,1,0,0,1,1
48615992,2,3,2,1,0,1,0,0,1,1,0,1,0,0,1,1
69389496,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1
25075906,2,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1
19396996,3,3,2,0,0,0,0,1,0,0,0,1,0,0,1,1
72657264,4,2,2,1,0,1,0,0,0,1,0,1,0,0,1,1
82744396,3,3,0,0,0,1,0,0,0,1,0,1,0,0,1,1
76114411,3,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1
26910791,4,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
12691926,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1
32848876,1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1269471,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
46508592,3,2,1,0,0,1,0,1,1,0,1,1,0,0,0,1
4672621,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
49169426,2,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1
29401329,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1
5365537,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1
90749554,1,2,1,0,0,1,0,1,0,0,1,0,0,1,1,1
59689945,2,3,0,0,0,1,1,0,0,1,0,1,0,0,0,1
62343784,4,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1
